Review_ID,Product_ID,Product_Category,User_ID,Review_Text,Rating,Review_Length,Verified_Purchase,Review_Date,Label_Fake
R1248,P38,Clothing,U115,"Okay-ish, not worth the price.",5,212,Yes,2023-09-06,0
R1249,P45,Home & Kitchen,U50,Looks fake and cheap.,5,41,Yes,2023-09-07,1
R1250,P13,Electronics,U26,"Excellent product, highly recommend!",3,237,Yes,2023-09-08,0
R1251,P18,Clothing,U119,Worst experience ever.,2,139,Yes,2023-09-09,0
R1252,P10,Clothing,U62,Genuine and premium feel.,1,229,Yes,2023-09-10,0
R1253,P1,Home & Kitchen,U46,Looks fake and cheap.,3,69,Yes,2023-09-11,0
R1254,P29,Electronics,U89,Great value for money.,2,33,Yes,2023-09-12,1
R1255,P31,Home & Kitchen,U59,"Loved it, will buy again!",2,211,No,2023-09-13,0
R1256,P30,Electronics,U161,"Excellent product, highly recommend!",4,194,Yes,2023-09-14,0
R1257,P35,Sports,U59,Worst experience ever.,1,48,Yes,2023-09-15,0
R1258,P40,Books,U102,Looks fake and cheap.,2,223,Yes,2023-09-16,0
R1259,P20,Books,U156,Worst experience ever.,3,183,Yes,2023-09-17,0
R1260,P32,Books,U140,Great value for money.,4,246,No,2023-09-18,0
R1261,P10,Home & Kitchen,U50,"Okay-ish, not worth the price.",1,199,Yes,2023-09-19,0
R1262,P31,Sports,U54,Worst experience ever.,5,144,No,2023-09-20,1
R1263,P36,Electronics,U93,Looks fake and cheap.,3,223,Yes,2023-09-21,0
R1264,P37,Clothing,U93,Worst experience ever.,2,26,Yes,2023-09-22,0
R1265,P36,Electronics,U111,Worst experience ever.,2,48,No,2023-09-23,0
R1266,P30,Clothing,U22,Worst experience ever.,3,158,Yes,2023-09-24,0
R1267,P44,Electronics,U98,"Terrible quality, broke in 2 days.",2,52,Yes,2023-09-25,0
R1268,P35,Sports,U195,"Terrible quality, broke in 2 days.",4,153,Yes,2023-09-26,0
R1269,P1,Clothing,U35,"Okay-ish, not worth the price.",1,130,Yes,2023-09-27,0
R1270,P21,Home & Kitchen,U61,"Excellent product, highly recommend!",4,98,No,2023-09-28,0
R1271,P4,Electronics,U51,Worst experience ever.,2,179,Yes,2023-09-29,1
R1272,P50,Electronics,U162,Great value for money.,5,198,Yes,2023-09-30,0
R1273,P14,Clothing,U118,"Excellent product, highly recommend!",1,222,Yes,2023-10-01,0
R1274,P25,Home & Kitchen,U33,Great value for money.,1,77,Yes,2023-10-02,0
R1275,P20,Home & Kitchen,U165,"Excellent product, highly recommend!",3,234,Yes,2023-10-03,0
R1276,P3,Sports,U73,"Okay-ish, not worth the price.",3,45,Yes,2023-10-04,0
R1277,P49,Home & Kitchen,U133,Worst experience ever.,5,245,Yes,2023-10-05,1
R1278,P11,Home & Kitchen,U54,Worst experience ever.,1,193,No,2023-10-06,1
R1279,P22,Home & Kitchen,U8,"Loved it, will buy again!",5,245,Yes,2023-10-07,0
R1280,P29,Books,U78,Great value for money.,3,48,Yes,2023-10-08,1
R1281,P2,Sports,U139,"Excellent product, highly recommend!",3,23,No,2023-10-09,0
R1282,P20,Electronics,U131,"Excellent product, highly recommend!",1,228,Yes,2023-10-10,0
R1283,P48,Clothing,U48,Genuine and premium feel.,4,118,Yes,2023-10-11,0
R1284,P6,Electronics,U11,Genuine and premium feel.,2,160,Yes,2023-10-12,1
R1285,P26,Sports,U61,"Terrible quality, broke in 2 days.",3,58,Yes,2023-10-13,0
R1286,P39,Clothing,U51,"Loved it, will buy again!",3,34,Yes,2023-10-14,0
R1287,P32,Sports,U38,Looks fake and cheap.,4,138,No,2023-10-15,0
R1288,P3,Home & Kitchen,U115,Genuine and premium feel.,4,48,Yes,2023-10-16,0
R1289,P5,Clothing,U48,Looks fake and cheap.,5,176,Yes,2023-10-17,0
R1290,P9,Home & Kitchen,U116,"Terrible quality, broke in 2 days.",5,94,No,2023-10-18,1
R1291,P23,Electronics,U164,"Terrible quality, broke in 2 days.",2,135,Yes,2023-10-19,0
R1292,P7,Electronics,U165,"Terrible quality, broke in 2 days.",2,51,Yes,2023-10-20,0
R1293,P29,Clothing,U119,Great value for money.,1,149,Yes,2023-10-21,1
R1294,P2,Clothing,U13,Great value for money.,5,194,No,2023-10-22,0
R1295,P7,Sports,U178,"Okay-ish, not worth the price.",3,225,Yes,2023-10-23,1
R1296,P28,Sports,U29,"Okay-ish, not worth the price.",5,103,Yes,2023-10-24,0
R1297,P43,Home & Kitchen,U186,"Terrible quality, broke in 2 days.",3,41,Yes,2023-10-25,0
R1298,P4,Clothing,U151,"Loved it, will buy again!",4,222,Yes,2023-10-26,0
R1299,P17,Electronics,U78,"Excellent product, highly recommend!",5,46,Yes,2023-10-27,1
R1300,P29,Sports,U36,Great value for money.,4,214,Yes,2023-10-28,0
R1301,P34,Sports,U130,"Loved it, will buy again!",2,100,No,2023-10-29,0
R1302,P12,Electronics,U130,Worst experience ever.,2,145,Yes,2023-10-30,0
R1303,P13,Sports,U110,Great value for money.,1,203,Yes,2023-10-31,0
R1304,P1,Home & Kitchen,U198,Great value for money.,5,111,No,2023-11-01,0
R1305,P18,Clothing,U79,"Okay-ish, not worth the price.",4,240,No,2023-11-02,0
R1306,P10,Electronics,U111,"Excellent product, highly recommend!",3,40,Yes,2023-11-03,1
R1307,P47,Clothing,U199,"Excellent product, highly recommend!",2,66,Yes,2023-11-04,0
R1308,P14,Sports,U41,Genuine and premium feel.,2,227,Yes,2023-11-05,0
R1309,P16,Sports,U149,Looks fake and cheap.,3,120,No,2023-11-06,0
R1310,P18,Electronics,U77,Looks fake and cheap.,4,206,No,2023-11-07,1
R1311,P38,Home & Kitchen,U114,Looks fake and cheap.,4,103,Yes,2023-11-08,0
R1312,P45,Books,U91,Looks fake and cheap.,5,25,No,2023-11-09,0
R1313,P46,Electronics,U99,Worst experience ever.,5,166,Yes,2023-11-10,0
R1314,P17,Books,U152,Worst experience ever.,1,204,Yes,2023-11-11,0
R1315,P30,Books,U15,Great value for money.,2,216,Yes,2023-11-12,0
R1316,P7,Home & Kitchen,U181,"Terrible quality, broke in 2 days.",5,150,No,2023-11-13,0
R1317,P39,Books,U34,"Okay-ish, not worth the price.",4,20,Yes,2023-11-14,0
R1318,P2,Books,U23,"Okay-ish, not worth the price.",3,77,No,2023-11-15,0
R1319,P24,Home & Kitchen,U179,Looks fake and cheap.,4,143,No,2023-11-16,0
R1320,P5,Books,U122,Great value for money.,2,185,No,2023-11-17,0
R1321,P45,Books,U195,Genuine and premium feel.,4,34,Yes,2023-11-18,0
R1322,P37,Books,U192,"Loved it, will buy again!",1,181,Yes,2023-11-19,0
R1323,P50,Electronics,U91,"Terrible quality, broke in 2 days.",2,208,Yes,2023-11-20,0
R1324,P7,Electronics,U97,Great value for money.,3,182,Yes,2023-11-21,0
R1325,P19,Electronics,U36,"Terrible quality, broke in 2 days.",1,83,Yes,2023-11-22,0
R1326,P20,Home & Kitchen,U166,"Terrible quality, broke in 2 days.",2,44,No,2023-11-23,0
R1327,P31,Sports,U173,"Terrible quality, broke in 2 days.",3,43,Yes,2023-11-24,0
R1328,P13,Books,U36,Great value for money.,1,31,Yes,2023-11-25,0
R1329,P5,Books,U189,Looks fake and cheap.,1,37,Yes,2023-11-26,0
R1330,P33,Home & Kitchen,U180,"Okay-ish, not worth the price.",2,34,Yes,2023-11-27,0
R1331,P31,Books,U96,"Okay-ish, not worth the price.",5,227,Yes,2023-11-28,0
R1332,P16,Electronics,U197,Looks fake and cheap.,1,46,Yes,2023-11-29,0
R1333,P19,Sports,U130,"Terrible quality, broke in 2 days.",1,91,No,2023-11-30,0
R1334,P49,Clothing,U67,"Loved it, will buy again!",3,79,Yes,2023-12-01,0
R1335,P28,Books,U168,"Excellent product, highly recommend!",4,193,No,2023-12-02,0
R1336,P23,Electronics,U94,Great value for money.,2,236,No,2023-12-03,1
R1337,P40,Clothing,U143,"Excellent product, highly recommend!",2,164,Yes,2023-12-04,0
R1338,P17,Sports,U177,Genuine and premium feel.,5,112,No,2023-12-05,0
R1339,P29,Clothing,U56,Looks fake and cheap.,5,72,Yes,2023-12-06,0
R1340,P4,Electronics,U174,"Loved it, will buy again!",2,27,No,2023-12-07,0
R1341,P37,Clothing,U13,Great value for money.,5,98,Yes,2023-12-08,0
R1342,P6,Home & Kitchen,U147,Looks fake and cheap.,3,46,No,2023-12-09,0
R1343,P9,Clothing,U135,"Terrible quality, broke in 2 days.",2,193,No,2023-12-10,0
R1344,P42,Books,U54,"Okay-ish, not worth the price.",5,69,No,2023-12-11,1
R1345,P10,Books,U192,"Excellent product, highly recommend!",2,218,No,2023-12-12,0
R1346,P20,Home & Kitchen,U134,Worst experience ever.,4,150,Yes,2023-12-13,0
R1347,P7,Electronics,U85,Worst experience ever.,1,112,Yes,2023-12-14,0
R1348,P23,Books,U4,"Loved it, will buy again!",2,211,Yes,2023-12-15,0
R1349,P10,Sports,U198,"Terrible quality, broke in 2 days.",1,191,Yes,2023-12-16,0
R1350,P38,Books,U166,Genuine and premium feel.,5,200,Yes,2023-12-17,0
R1351,P9,Books,U189,"Excellent product, highly recommend!",1,43,Yes,2023-12-18,0
R1352,P38,Electronics,U111,"Terrible quality, broke in 2 days.",2,79,No,2023-12-19,0
R1353,P20,Clothing,U29,"Excellent product, highly recommend!",4,141,Yes,2023-12-20,0
R1354,P2,Books,U161,"Loved it, will buy again!",5,150,No,2023-12-21,0
R1355,P43,Home & Kitchen,U123,"Loved it, will buy again!",2,167,Yes,2023-12-22,0
R1356,P48,Clothing,U86,Genuine and premium feel.,5,65,No,2023-12-23,1
R1357,P7,Sports,U143,Worst experience ever.,3,34,No,2023-12-24,1
R1358,P40,Electronics,U81,"Terrible quality, broke in 2 days.",1,172,Yes,2023-12-25,0
R1359,P46,Sports,U33,Great value for money.,3,241,Yes,2023-12-26,0
R1360,P15,Clothing,U192,Worst experience ever.,2,225,No,2023-12-27,0
R1361,P26,Clothing,U60,"Terrible quality, broke in 2 days.",4,218,Yes,2023-12-28,0
R1362,P22,Clothing,U182,Worst experience ever.,5,36,Yes,2023-12-29,1
R1363,P8,Sports,U188,Great value for money.,1,145,Yes,2023-12-30,0
R1364,P46,Clothing,U99,"Okay-ish, not worth the price.",5,103,Yes,2023-12-31,0
R1365,P18,Sports,U91,"Okay-ish, not worth the price.",2,247,Yes,2024-01-01,0
R1366,P41,Clothing,U164,Genuine and premium feel.,5,28,Yes,2024-01-02,0
R1367,P13,Home & Kitchen,U28,"Okay-ish, not worth the price.",1,185,Yes,2024-01-03,0
R1368,P32,Clothing,U55,"Okay-ish, not worth the price.",2,195,Yes,2024-01-04,1
R1369,P23,Sports,U18,Looks fake and cheap.,5,207,No,2024-01-05,0
R1370,P6,Books,U179,"Excellent product, highly recommend!",4,82,Yes,2024-01-06,0
R1371,P47,Clothing,U158,Looks fake and cheap.,2,233,No,2024-01-07,1
R1372,P42,Books,U129,Looks fake and cheap.,2,136,Yes,2024-01-08,0
R1373,P20,Home & Kitchen,U173,Genuine and premium feel.,4,149,Yes,2024-01-09,0
R1374,P48,Electronics,U32,Looks fake and cheap.,3,107,Yes,2024-01-10,0
R1375,P50,Home & Kitchen,U76,"Okay-ish, not worth the price.",1,91,Yes,2024-01-11,0
R1376,P9,Clothing,U171,Great value for money.,3,158,Yes,2024-01-12,1
R1377,P19,Books,U162,Genuine and premium feel.,5,83,Yes,2024-01-13,0
R1378,P34,Books,U25,Genuine and premium feel.,4,224,Yes,2024-01-14,1
R1379,P4,Sports,U14,"Loved it, will buy again!",3,228,Yes,2024-01-15,0
R1380,P24,Books,U146,Genuine and premium feel.,2,91,Yes,2024-01-16,1
R1381,P42,Sports,U151,"Loved it, will buy again!",5,40,Yes,2024-01-17,0
R1382,P23,Electronics,U30,Genuine and premium feel.,5,37,Yes,2024-01-18,0
R1383,P34,Clothing,U198,"Excellent product, highly recommend!",3,241,No,2024-01-19,0
R1384,P42,Sports,U193,"Okay-ish, not worth the price.",3,83,Yes,2024-01-20,1
R1385,P12,Electronics,U117,Genuine and premium feel.,4,101,Yes,2024-01-21,0
R1386,P47,Books,U172,"Okay-ish, not worth the price.",1,129,No,2024-01-22,0
R1387,P34,Books,U144,"Okay-ish, not worth the price.",3,114,Yes,2024-01-23,0
R1388,P28,Electronics,U4,Worst experience ever.,3,185,Yes,2024-01-24,0
R1389,P13,Books,U107,Genuine and premium feel.,2,51,No,2024-01-25,1
R1390,P15,Electronics,U197,"Terrible quality, broke in 2 days.",5,30,Yes,2024-01-26,0
R1391,P43,Sports,U42,Worst experience ever.,1,64,Yes,2024-01-27,0
R1392,P9,Sports,U26,"Terrible quality, broke in 2 days.",2,236,Yes,2024-01-28,0
R1393,P26,Electronics,U140,"Okay-ish, not worth the price.",4,52,Yes,2024-01-29,0
R1394,P7,Sports,U63,"Okay-ish, not worth the price.",4,121,Yes,2024-01-30,0
R1395,P31,Sports,U178,Worst experience ever.,3,188,Yes,2024-01-31,0
R1396,P18,Sports,U12,Worst experience ever.,3,155,Yes,2024-02-01,0
R1397,P45,Home & Kitchen,U9,"Terrible quality, broke in 2 days.",4,30,Yes,2024-02-02,0
R1398,P47,Clothing,U96,"Loved it, will buy again!",3,233,No,2024-02-03,0
R1399,P38,Books,U169,"Terrible quality, broke in 2 days.",1,198,No,2024-02-04,0
R1400,P1,Home & Kitchen,U70,Worst experience ever.,3,107,Yes,2024-02-05,0
R1401,P21,Sports,U200,Great value for money.,5,60,Yes,2024-02-06,0
R1402,P3,Electronics,U141,Worst experience ever.,3,164,Yes,2024-02-07,0
R1403,P35,Sports,U23,Great value for money.,2,95,Yes,2024-02-08,1
R1404,P39,Clothing,U140,"Excellent product, highly recommend!",1,140,Yes,2024-02-09,1
R1405,P9,Sports,U166,Worst experience ever.,2,65,Yes,2024-02-10,0
R1406,P17,Electronics,U87,"Excellent product, highly recommend!",2,179,No,2024-02-11,0
R1407,P11,Clothing,U148,"Loved it, will buy again!",5,226,Yes,2024-02-12,1
R1408,P2,Sports,U183,"Terrible quality, broke in 2 days.",1,99,Yes,2024-02-13,0
R1409,P1,Clothing,U164,Great value for money.,1,73,Yes,2024-02-14,0
R1410,P48,Books,U174,"Terrible quality, broke in 2 days.",1,105,Yes,2024-02-15,0
R1411,P40,Books,U155,"Excellent product, highly recommend!",1,111,No,2024-02-16,0
R1412,P6,Sports,U26,Great value for money.,1,167,No,2024-02-17,0
R1413,P18,Clothing,U130,"Terrible quality, broke in 2 days.",5,180,No,2024-02-18,0
R1414,P39,Electronics,U200,Worst experience ever.,3,221,Yes,2024-02-19,1
R1415,P25,Sports,U13,"Okay-ish, not worth the price.",2,187,Yes,2024-02-20,1
R1416,P39,Books,U190,"Excellent product, highly recommend!",1,179,Yes,2024-02-21,0
R1417,P13,Books,U46,"Terrible quality, broke in 2 days.",3,116,Yes,2024-02-22,0
R1418,P50,Sports,U22,"Excellent product, highly recommend!",3,21,Yes,2024-02-23,0
R1419,P4,Clothing,U23,Looks fake and cheap.,2,244,No,2024-02-24,0
R1420,P40,Books,U82,"Excellent product, highly recommend!",5,52,Yes,2024-02-25,0
R1421,P17,Clothing,U55,Great value for money.,4,224,Yes,2024-02-26,0
R1422,P43,Books,U195,Looks fake and cheap.,4,177,Yes,2024-02-27,1
R1423,P41,Books,U141,Genuine and premium feel.,3,180,Yes,2024-02-28,0
R1424,P44,Home & Kitchen,U6,Great value for money.,2,96,Yes,2024-02-29,0
R1425,P5,Books,U53,"Okay-ish, not worth the price.",4,135,No,2024-03-01,1
R1426,P48,Electronics,U149,Looks fake and cheap.,3,173,No,2024-03-02,0
R1427,P21,Sports,U190,Genuine and premium feel.,5,169,No,2024-03-03,0
R1428,P5,Sports,U91,Worst experience ever.,4,122,Yes,2024-03-04,0
R1429,P44,Clothing,U64,"Excellent product, highly recommend!",3,213,Yes,2024-03-05,0
R1430,P3,Books,U138,"Terrible quality, broke in 2 days.",3,185,Yes,2024-03-06,0
R1431,P11,Electronics,U142,"Loved it, will buy again!",1,122,Yes,2024-03-07,0
R1432,P43,Clothing,U47,"Excellent product, highly recommend!",5,109,No,2024-03-08,0
R1433,P6,Home & Kitchen,U141,Genuine and premium feel.,1,193,Yes,2024-03-09,1
R1434,P30,Clothing,U72,"Excellent product, highly recommend!",2,141,Yes,2024-03-10,0
R1435,P22,Clothing,U121,"Okay-ish, not worth the price.",1,162,Yes,2024-03-11,0
R1436,P33,Books,U21,Worst experience ever.,1,245,Yes,2024-03-12,0
R1437,P9,Home & Kitchen,U182,"Loved it, will buy again!",4,125,No,2024-03-13,0
R1438,P43,Clothing,U65,Looks fake and cheap.,3,138,Yes,2024-03-14,0
R1439,P24,Electronics,U79,Looks fake and cheap.,5,191,Yes,2024-03-15,0
R1440,P23,Electronics,U60,Looks fake and cheap.,1,68,Yes,2024-03-16,0
R1441,P5,Sports,U4,Genuine and premium feel.,5,123,Yes,2024-03-17,0
R1442,P44,Home & Kitchen,U11,Great value for money.,1,222,No,2024-03-18,0
R1443,P32,Home & Kitchen,U164,Great value for money.,2,80,No,2024-03-19,0
R1444,P10,Sports,U82,"Terrible quality, broke in 2 days.",1,214,No,2024-03-20,0
R1445,P25,Clothing,U169,"Loved it, will buy again!",4,142,No,2024-03-21,1
R1446,P46,Home & Kitchen,U143,Looks fake and cheap.,3,153,Yes,2024-03-22,0
R1447,P12,Electronics,U187,Great value for money.,2,28,Yes,2024-03-23,0
R1448,P45,Electronics,U8,Genuine and premium feel.,1,25,Yes,2024-03-24,0
R1449,P36,Books,U163,"Terrible quality, broke in 2 days.",5,92,Yes,2024-03-25,0
R1450,P10,Home & Kitchen,U160,Worst experience ever.,2,122,No,2024-03-26,0
R1451,P19,Clothing,U92,"Terrible quality, broke in 2 days.",2,242,Yes,2024-03-27,0
R1452,P43,Sports,U144,Great value for money.,1,179,No,2024-03-28,0
R1453,P23,Sports,U49,"Okay-ish, not worth the price.",2,60,Yes,2024-03-29,0
R1454,P8,Clothing,U153,Genuine and premium feel.,5,133,Yes,2024-03-30,0
R1455,P31,Books,U176,"Okay-ish, not worth the price.",2,223,Yes,2024-03-31,0
R1456,P9,Sports,U147,Looks fake and cheap.,5,27,No,2024-04-01,0
R1457,P20,Home & Kitchen,U100,"Okay-ish, not worth the price.",1,91,Yes,2024-04-02,1
R1458,P35,Books,U16,Looks fake and cheap.,3,197,Yes,2024-04-03,0
R1459,P16,Home & Kitchen,U160,Looks fake and cheap.,2,111,Yes,2024-04-04,0
R1460,P29,Electronics,U126,Great value for money.,3,81,Yes,2024-04-05,0
R1461,P44,Books,U49,"Okay-ish, not worth the price.",5,103,Yes,2024-04-06,0
R1462,P44,Sports,U75,Looks fake and cheap.,2,81,No,2024-04-07,0
R1463,P20,Books,U142,"Loved it, will buy again!",4,130,Yes,2024-04-08,0
R1464,P18,Books,U138,Worst experience ever.,3,146,Yes,2024-04-09,0
R1465,P23,Books,U185,"Terrible quality, broke in 2 days.",2,26,Yes,2024-04-10,0
R1466,P10,Books,U95,"Terrible quality, broke in 2 days.",3,222,Yes,2024-04-11,0
R1467,P20,Home & Kitchen,U37,Great value for money.,2,103,No,2024-04-12,0
R1468,P19,Electronics,U81,"Okay-ish, not worth the price.",1,227,Yes,2024-04-13,0
R1469,P4,Clothing,U129,"Okay-ish, not worth the price.",3,151,Yes,2024-04-14,0
R1470,P26,Books,U116,Looks fake and cheap.,4,153,Yes,2024-04-15,0
R1471,P35,Sports,U55,Genuine and premium feel.,4,77,No,2024-04-16,0
R1472,P26,Books,U189,"Excellent product, highly recommend!",5,41,No,2024-04-17,0
R1473,P7,Sports,U158,Looks fake and cheap.,2,173,Yes,2024-04-18,0
R1474,P47,Home & Kitchen,U105,Worst experience ever.,3,146,Yes,2024-04-19,0
R1475,P30,Sports,U72,"Loved it, will buy again!",5,22,Yes,2024-04-20,1
R1476,P46,Clothing,U55,"Terrible quality, broke in 2 days.",3,146,No,2024-04-21,0
R1477,P8,Electronics,U99,Looks fake and cheap.,2,60,Yes,2024-04-22,0
R1478,P39,Sports,U198,"Excellent product, highly recommend!",4,207,Yes,2024-04-23,0
R1479,P26,Sports,U192,"Excellent product, highly recommend!",1,125,Yes,2024-04-24,0
R1480,P33,Electronics,U65,Looks fake and cheap.,4,33,Yes,2024-04-25,0
R1481,P44,Clothing,U182,Great value for money.,5,222,Yes,2024-04-26,0
R1482,P1,Books,U120,"Terrible quality, broke in 2 days.",1,229,No,2024-04-27,1
R1483,P10,Sports,U123,Great value for money.,5,31,Yes,2024-04-28,0
R1484,P23,Electronics,U27,"Loved it, will buy again!",2,106,Yes,2024-04-29,0
R1485,P31,Home & Kitchen,U12,"Excellent product, highly recommend!",1,31,Yes,2024-04-30,1
R1486,P39,Electronics,U1,"Excellent product, highly recommend!",5,160,No,2024-05-01,0
R1487,P14,Home & Kitchen,U3,Worst experience ever.,2,44,Yes,2024-05-02,0
R1488,P45,Clothing,U39,"Loved it, will buy again!",4,64,No,2024-05-03,0
R1489,P49,Books,U98,"Excellent product, highly recommend!",2,141,Yes,2024-05-04,0
R1490,P21,Electronics,U116,"Loved it, will buy again!",3,166,Yes,2024-05-05,0
R1491,P44,Sports,U77,"Terrible quality, broke in 2 days.",2,74,Yes,2024-05-06,1
R1492,P37,Clothing,U175,"Okay-ish, not worth the price.",2,119,Yes,2024-05-07,0
R1493,P43,Electronics,U39,"Excellent product, highly recommend!",3,192,Yes,2024-05-08,0
R1494,P6,Sports,U138,Worst experience ever.,5,155,No,2024-05-09,0
R1495,P9,Electronics,U186,"Terrible quality, broke in 2 days.",5,240,Yes,2024-05-10,0
R1496,P13,Home & Kitchen,U16,Looks fake and cheap.,2,138,Yes,2024-05-11,1
R1497,P25,Electronics,U200,"Loved it, will buy again!",3,72,Yes,2024-05-12,0
R1498,P46,Electronics,U62,Looks fake and cheap.,3,202,No,2024-05-13,0
R1499,P16,Electronics,U25,Great value for money.,4,51,No,2024-05-14,0
